"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Wolf_Sheep_Predation_simpler.nlogox"
"experiment_400_400"
"07/31/2026 17:21:17:390 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","sheep-reproduce","wolf-reproduce","grass-regrowth-time","[step]","land_with_grass","count sheep","count wolves"
"562","12","6","200","59","33.833141099577084","0","0"
"513","10","18","150","1500","22.952710495963093","35","0"
"563","12","6","200","77","40.21530180699731","0","0"
"564","12","6","200","69","37.13956170703575","0","0"
"565","12","6","225","76","35.870818915801614","0","0"
"557","12","6","150","325","16.801230296039986","0","0"
"567","12","6","225","63","34.0638216070742","0","0"
"568","12","6","250","78","36.90888119953864","0","0"
"566","12","6","225","116","42.56055363321799","0","0"
"569","12","6","250","68","34.294502114571316","0","0"
"570","12","6","250","72","35.33256439830834","0","0"
"572","12","8","150","59","38.4083044982699","0","0"
"571","12","8","150","88","49.7116493656286","0","0"
"573","12","8","150","70","45.71318723567858","0","0"
"575","12","8","175","57","40.561322568242986","0","0"
"577","12","8","200","64","39.21568627450981","0","0"
"576","12","8","175","58","40.52287581699346","0","0"
"578","12","8","200","69","36.98577470203768","0","0"
"579","12","8","200","64","37.677816224529025","0","0"
"580","12","8","225","58","36.639753940792005","0","0"
"581","12","8","225","71","37.13956170703575","0","0"
"583","12","8","250","73","36.37062668204537","0","0"
"584","12","8","250","52","30.91118800461361","0","0"
"582","12","8","225","117","46.82814302191465","0","0"
"574","12","8","175","359","17.493271818531333","0","0"
"585","12","8","250","103","42.79123414071511","0","0"
"587","12","10","150","46","40.023068050749714","0","0"
"588","12","10","150","69","42.67589388696655","0","0"
"586","12","10","150","112","58.43906189926951","0","0"
"589","12","10","175","50","37.254901960784316","0","0"
"591","12","10","175","56","38.4083044982699","0","0"
"590","12","10","175","62","38.25451749327182","0","0"
"593","12","10","200","58","38.79277201076509","0","0"
"592","12","10","200","88","43.3679354094579","0","0"
"594","12","10","200","64","38.33141099577086","0","0"
"596","12","10","225","58","36.87043444828912","0","0"
"597","12","10","225","67","37.79315647827759","0","0"
"595","12","10","225","116","46.09765474817378","0","0"
"599","12","10","250","69","35.717031910803534","0","0"
"600","12","10","250","52","32.8719723183391","0","0"
"601","12","12","150","74","43.40638216070742","0","0"
"602","12","12","150","50","39.4079200307574","0","0"
"603","12","12","150","64","41.25336409073433","0","0"
"598","12","10","250","198","55.40176855055748","0","0"
"604","12","12","175","55","40.13840830449827","0","0"
"605","12","12","175","52","35.48635140330642","0","0"
"543","12","4","150","1500","46.98193002691273","26","0"
"607","12","12","200","55","34.64052287581699","0","0"
"609","12","12","200","50","35.2556708958093","0","0"
"606","12","12","175","119","53.67166474432911","0","0"
"548","12","4","200","1500","39.4079200307574","46","0"
"610","12","12","225","46","33.71780084582853","0","0"
"608","12","12","200","62","36.024605920799694","0","0"
"611","12","12","225","65","36.21683967704729","0","0"
"612","12","12","225","49","34.17916186082276","0","0"
"614","12","12","250","57","31.257208765859286","0","0"
"615","12","12","250","65","33.64090734332949","0","0"
"617","12","14","150","57","43.175701653210304","0","0"
"613","12","12","250","78","36.8319876970396","0","0"
"618","12","14","150","61","43.867743175701655","0","0"
"619","12","14","175","56","39.4079200307574","0","0"
"622","12","14","200","46","36.485966935793925","0","0"
"621","12","14","175","42","34.755863129565554","0","0"
"620","12","14","175","67","41.09957708573626","0","0"
"623","12","14","200","59","38.63898500576701","0","0"
"624","12","14","200","47","34.448289119569395","0","0"
"625","12","14","225","78","39.946174548250674","0","0"
"626","12","14","225","56","33.44867358708189","0","0"
"627","12","14","225","57","35.75547866205306","0","0"
"628","12","14","250","50","34.448289119569395","0","0"
"630","12","14","250","49","32.10303729334871","0","0"
"629","12","14","250","62","36.716647443291045","0","0"
"631","12","16","150","58","41.56093810073049","0","0"
"633","12","16","150","44","37.52402921953095","0","0"
"632","12","16","150","46","33.87158785082661","0","0"
"634","12","16","175","58","40.13840830449827","0","0"
"635","12","16","175","61","42.09919261822376","0","0"
"636","12","16","175","50","35.67858515955402","0","0"
"637","12","16","200","47","35.10188389081122","0","0"
"638","12","16","200","42","33.102652825836216","0","0"
"639","12","16","200","48","33.67935409457901","0","0"
"640","12","16","225","44","32.91041906958862","0","0"
"641","12","16","225","74","39.792387543252595","0","0"
"644","12","16","250","42","29.834678969627067","0","0"
"642","12","16","225","92","43.13725490196079","0","0"
"643","12","16","250","81","39.25413302575932","0","0"
"646","12","18","150","53","41.48404459823145","0","0"
"645","12","16","250","62","31.180315263360246","0","0"
"648","12","18","150","35","35.67858515955402","0","0"
"647","12","18","150","52","40.75355632449058","0","0"
"649","12","18","175","48","37.831603229527104","0","0"
"650","12","18","175","48","38.75432525951557","0","0"
"651","12","18","175","55","37.56247597078047","0","0"
"652","12","18","200","70","39.06189926951173","0","0"
"654","12","18","200","48","35.67858515955402","0","0"
"616","12","14","150","636","33.179546328335256","0","0"
"656","12","18","225","43","31.795463283352557","0","0"
"657","12","18","225","45","34.294502114571316","0","0"
"655","12","18","225","59","36.29373317954633","0","0"
"660","12","18","250","38","31.795463283352557","0","0"
"658","12","18","250","40","33.64090734332949","0","0"
"659","12","18","250","44","33.29488658208381","0","0"
"661","12","20","150","48","39.29257977700884","0","0"
"662","12","20","150","42","36.639753940792005","0","0"
"663","12","20","150","35","38.83121876201461","0","0"
"665","12","20","175","42","36.8319876970396","0","0"
"666","12","20","175","59","40.638216070742025","0","0"
"664","12","20","175","96","51.67243367935409","0","0"
"669","12","20","200","50","32.487504805843905","0","0"
"667","12","20","200","77","44.482891195693966","0","0"
"670","12","20","225","35","32.37216455209535","0","0"
"668","12","20","200","85","45.905420991926185","0","0"
"671","12","20","225","66","38.86966551326413","0","0"
"672","12","20","225","58","36.024605920799694","0","0"
"673","12","20","250","55","36.06305267204921","0","0"
"674","12","20","250","68","38.63898500576701","0","0"
"676","14","4","150","75","43.29104190695886","0","0"
"675","12","20","250","69","38.98500576701269","0","0"
"653","12","18","200","404","19.530949634755864","0","0"
"677","14","4","150","74","41.94540561322568","0","0"
"678","14","4","150","83","45.32871972318339","0","0"
"679","14","4","175","79","42.63744713571703","0","0"
"680","14","4","175","72","39.792387543252595","0","0"
"683","14","4","200","62","35.98615916955017","0","0"
"681","14","4","175","72","37.677816224529025","0","0"
"682","14","4","200","74","38.86966551326413","0","0"
"684","14","4","200","89","43.098808150711264","0","0"
"686","14","4","225","69","33.0642060745867","0","0"
"685","14","4","225","85","39.21568627450981","0","0"
"689","14","4","250","69","34.98654363706267","0","0"
"688","14","4","250","77","36.79354094579008","0","0"
"690","14","4","250","78","33.64090734332949","0","0"
"687","14","4","225","96","39.52326028450596","0","0"
"691","14","6","150","58","38.48519800076893","0","0"
"693","14","6","150","66","42.368319876970396","0","0"
"692","14","6","150","71","43.59861591695502","0","0"
"694","14","6","175","71","40.638216070742025","0","0"
"695","14","6","175","68","39.75394079200308","0","0"
"698","14","6","200","70","36.98577470203768","0","0"
"697","14","6","200","98","44.52133794694348","0","0"
"699","14","6","200","64","36.562860438292965","0","0"
"701","14","6","225","64","37.29334871203383","0","0"
"700","14","6","225","80","40.330642060745866","0","0"
"702","14","6","225","85","38.292964244521336","0","0"
"703","14","6","250","61","35.371011149557866","0","0"
"704","14","6","250","57","33.71780084582853","0","0"
"705","14","6","250","71","33.410226835832376","0","0"
"707","14","8","150","55","39.29257977700884","0","0"
"706","14","8","150","70","45.444059976931946","0","0"
"708","14","8","150","63","37.677816224529025","0","0"
"709","14","8","175","63","39.25413302575932","0","0"
"710","14","8","175","68","40.29219530949635","0","0"
"713","14","8","200","58","38.10073048827374","0","0"
"712","14","8","200","64","39.600153787005","0","0"
"714","14","8","200","58","35.02499038831219","0","0"
"715","14","8","225","75","37.71626297577855","0","0"
"716","14","8","225","63","36.485966935793925","0","0"
"696","14","6","175","407","38.86966551326413","0","0"
"717","14","8","225","57","33.79469434832757","0","0"
"711","14","8","175","173","64.3598615916955","0","0"
"718","14","8","250","79","35.40945790080738","0","0"
"719","14","8","250","68","34.40984236831988","0","0"
"720","14","8","250","64","32.487504805843905","0","0"
"724","14","10","175","55","35.02499038831219","0","0"
"723","14","10","150","63","41.061130334486734","0","0"
"722","14","10","150","76","45.09803921568628","0","0"
"725","14","10","175","55","35.793925413302574","0","0"
"721","14","10","150","114","55.40176855055748","0","0"
"726","14","10","175","57","37.87004998077663","0","0"
"727","14","10","200","67","35.90926566705114","0","0"
"728","14","10","200","59","34.602076124567475","0","0"
"729","14","10","200","52","34.40984236831988","0","0"
"730","14","10","225","60","35.870818915801614","0","0"
"731","14","10","225","83","38.79277201076509","0","0"
"733","14","10","250","55","32.44905805459439","0","0"
"732","14","10","225","74","40.099961553248754","0","0"
"734","14","10","250","51","31.372549019607842","0","0"
"736","14","12","150","56","39.83083429450212","0","0"
"735","14","10","250","61","30.065359477124183","0","0"
"737","14","12","150","54","39.638600538254515","0","0"
"739","14","12","175","51","35.6401384083045","0","0"
"740","14","12","175","58","36.87043444828912","0","0"
"738","14","12","150","68","45.02114571318724","0","0"
"741","14","12","175","46","37.13956170703575","0","0"
"742","14","12","200","49","36.024605920799694","0","0"
"744","14","12","200","48","33.21799307958477","0","0"
"743","14","12","200","61","36.52441368704344","0","0"
"745","14","12","225","48","31.41099577085736","0","0"
"746","14","12","225","51","31.833910034602077","0","0"
"747","14","12","225","51","32.10303729334871","0","0"
"748","14","12","250","65","34.56362937331795","0","0"
"750","14","12","250","50","30.91118800461361","0","0"
"752","14","14","150","48","37.13956170703575","0","0"
"749","14","12","250","93","41.63783160322953","0","0"
"753","14","14","150","48","39.98462129950019","0","0"
"754","14","14","175","64","40.17685505574779","0","0"
"755","14","14","175","60","41.94540561322568","0","0"
"756","14","14","175","62","38.446751249519416","0","0"
"757","14","14","200","49","34.02537485582468","0","0"
"758","14","14","200","42","33.0642060745867","0","0"
"759","14","14","200","48","34.294502114571316","0","0"
"760","14","14","225","61","34.2560553633218","0","0"
"761","14","14","225","47","33.410226835832376","0","0"
"762","14","14","225","49","34.71741637831603","0","0"
"764","14","14","250","47","32.410611303344865","0","0"
"763","14","14","250","50","33.87158785082661","0","0"
"765","14","14","250","48","33.56401384083045","0","0"
"766","14","16","150","50","42.67589388696655","0","0"
"767","14","16","150","60","41.29181084198385","0","0"
"771","14","16","175","43","37.754709727028064","0","0"
"751","14","14","150","324","13.610149942329873","0","0"
"769","14","16","175","62","38.446751249519416","0","0"
"770","14","16","175","73","41.906958861976165","0","0"
"772","14","16","200","61","37.908496732026144","0","0"
"773","14","16","200","52","38.10073048827374","0","0"
"775","14","16","225","42","30.757400999615534","0","0"
"777","14","16","225","38","34.294502114571316","0","0"
"776","14","16","225","60","35.140330642060746","0","0"
"774","14","16","200","103","46.55901576316801","0","0"
"778","14","16","250","39","31.372549019607842","0","0"
"779","14","16","250","45","30.94963475586313","0","0"
"780","14","16","250","48","31.52633602460592","0","0"
"781","14","18","150","52","40.407535563244906","0","0"
"784","14","18","175","38","33.333333333333336","0","0"
"786","14","18","175","43","35.56324490580546","0","0"
"768","14","16","150","306","17.224144559784698","0","0"
"787","14","18","200","45","34.755863129565554","0","0"
"785","14","18","175","98","48.48135332564398","0","0"
"783","14","18","150","129","61.5916955017301","0","0"
"788","14","18","200","47","32.10303729334871","0","0"
"789","14","18","200","43","35.140330642060746","0","0"
"790","14","18","225","40","33.02575932333718","0","0"
"791","14","18","225","58","35.06343713956171","0","0"
"792","14","18","225","54","37.48558246828143","0","0"
"793","14","18","250","44","32.6797385620915","0","0"
"794","14","18","250","52","33.833141099577084","0","0"
"796","14","20","150","43","36.29373317954633","0","0"
"795","14","18","250","50","32.52595155709343","0","0"
"799","14","20","175","54","38.677431757016535","0","0"
"782","14","18","150","363","19.377162629757784","0","0"
"802","14","20","200","43","32.52595155709343","0","0"
"798","14","20","150","97","53.40253748558247","0","0"
"800","14","20","175","71","44.17531718569781","0","0"
"804","14","20","200","41","33.60246059207997","0","0"
"805","14","20","225","35","30.642060745866974","0","0"
"801","14","20","175","109","49.17339484813533","0","0"
"806","14","20","225","39","31.52633602460592","0","0"
"803","14","20","200","98","46.1361014994233","0","0"
"807","14","20","225","57","35.60169165705498","0","0"
"808","14","20","250","38","32.44905805459439","0","0"
"810","14","20","250","43","30.94963475586313","0","0"
"809","14","20","250","77","38.71587850826605","0","0"
"811","16","4","150","78","41.676278354479045","0","0"
"812","16","4","150","84","44.44444444444444","0","0"
"814","16","4","175","89","42.945021145713184","0","0"
"815","16","4","175","73","40.29219530949635","0","0"
"816","16","4","175","71","38.17762399077278","0","0"
"817","16","4","200","82","38.48519800076893","0","0"
"818","16","4","200","77","39.946174548250674","0","0"
"820","16","4","225","72","32.718185313341024","0","0"
"819","16","4","200","77","38.75432525951557","0","0"
"821","16","4","225","69","35.294117647058826","0","0"
"822","16","4","225","65","33.333333333333336","0","0"
"823","16","4","250","76","34.87120338331411","0","0"
"824","16","4","250","84","36.52441368704344","0","0"
"825","16","4","250","90","35.870818915801614","0","0"
"827","16","6","150","80","47.020376778162245","0","0"
"828","16","6","150","95","51.90311418685121","0","0"
"829","16","6","175","70","38.25451749327182","0","0"
"830","16","6","175","76","41.94540561322568","0","0"
"831","16","6","175","69","37.985390234525184","0","0"
"832","16","6","200","79","37.677816224529025","0","0"
"813","16","4","150","549","12.764321414840445","0","0"
"834","16","6","200","68","38.600538254517495","0","0"
"833","16","6","200","85","38.90811226451365","0","0"
"835","16","6","225","67","37.37024221453287","0","0"
"836","16","6","225","75","34.79430988081507","0","0"
"837","16","6","225","70","37.37024221453287","0","0"
"838","16","6","250","70","35.40945790080738","0","0"
"839","16","6","250","83","36.44752018454441","0","0"
"840","16","6","250","63","33.44867358708189","0","0"
"843","16","8","150","53","36.79354094579008","0","0"
"842","16","8","150","54","36.87043444828912","0","0"
"844","16","8","175","56","36.37062668204537","0","0"
"841","16","8","150","122","56.47827758554402","0","0"
"845","16","8","175","69","41.63783160322953","0","0"
"846","16","8","175","49","38.48519800076893","0","0"
"847","16","8","200","65","36.44752018454441","0","0"
"848","16","8","200","66","34.2560553633218","0","0"
"849","16","8","200","67","35.8323721645521","0","0"
"850","16","8","225","79","35.75547866205306","0","0"
"851","16","8","225","70","36.17839292579777","0","0"
"853","16","8","250","59","32.52595155709343","0","0"
"855","16","8","250","54","33.48712033833141","0","0"
"854","16","8","250","56","31.180315263360246","0","0"
"852","16","8","225","93","41.71472510572857","0","0"
"856","16","10","150","60","38.75432525951557","0","0"
"857","16","10","150","71","44.17531718569781","0","0"
"858","16","10","150","61","39.25413302575932","0","0"
"860","16","10","175","61","39.21568627450981","0","0"
"859","16","10","175","75","42.21453287197232","0","0"
"861","16","10","175","81","42.86812764321415","0","0"
"862","16","10","200","61","35.17877739331026","0","0"
"865","16","10","225","57","33.67935409457901","0","0"
"863","16","10","200","73","39.561707035755475","0","0"
"864","16","10","200","65","35.75547866205306","0","0"
"866","16","10","225","51","30.41138023836986","0","0"
"867","16","10","225","54","32.641291810841984","0","0"
"868","16","10","250","59","35.67858515955402","0","0"
"869","16","10","250","55","29.757785467128027","0","0"
"870","16","10","250","52","33.333333333333336","0","0"
"871","16","12","150","51","35.6401384083045","0","0"
"797","14","20","150","1500","23.414071510957324","4","0"
"872","16","12","150","49","36.44752018454441","0","0"
"873","16","12","150","47","37.754709727028064","0","0"
"875","16","12","175","60","36.90888119953864","0","0"
"874","16","12","175","69","40.71510957324106","0","0"
"877","16","12","200","64","35.140330642060746","0","0"
"879","16","12","200","51","35.947712418300654","0","0"
"880","16","12","225","49","33.60246059207997","0","0"
"876","16","12","175","101","50.90349865436371","0","0"
"881","16","12","225","57","33.56401384083045","0","0"
"882","16","12","225","64","36.87043444828912","0","0"
"884","16","12","250","48","30.44982698961938","0","0"
"883","16","12","250","53","30.44982698961938","0","0"
"885","16","12","250","58","34.17916186082276","0","0"
"886","16","14","150","55","39.52326028450596","0","0"
"889","16","14","175","55","36.75509419454056","0","0"
"890","16","14","175","54","36.60130718954248","0","0"
"891","16","14","175","48","33.98692810457516","0","0"
"887","16","14","150","120","57.939254133025756","0","0"
"893","16","14","200","47","32.75663206459054","0","0"
"892","16","14","200","63","36.10149942329873","0","0"
"894","16","14","200","47","35.52479815455594","0","0"
"878","16","12","200","385","8.458285274894271","0","0"
"895","16","14","225","59","34.98654363706267","0","0"
"896","16","14","225","48","35.33256439830834","0","0"
"898","16","14","250","51","33.833141099577084","0","0"
"897","16","14","225","61","34.0638216070742","0","0"
"899","16","14","250","61","35.6401384083045","0","0"
"900","16","14","250","49","32.10303729334871","0","0"
"901","16","16","150","43","35.717031910803534","0","0"
"902","16","16","150","38","34.71741637831603","0","0"
"826","16","6","150","1500","29.06574394463668","51","0"
"904","16","16","175","52","37.52402921953095","0","0"
"906","16","16","175","45","36.21683967704729","0","0"
"907","16","16","200","42","35.2556708958093","0","0"
"905","16","16","175","103","49.51941560938101","0","0"
"908","16","16","200","42","32.37216455209535","0","0"
"909","16","16","200","51","34.94809688581315","0","0"
"911","16","16","225","41","32.37216455209535","0","0"
"910","16","16","225","52","33.94848135332565","0","0"
"913","16","16","250","44","33.0642060745867","0","0"
"912","16","16","225","63","35.67858515955402","0","0"
"914","16","16","250","51","34.10226835832372","0","0"
"916","16","18","150","38","36.52441368704344","0","0"
"915","16","16","250","42","31.949250288350633","0","0"
"917","16","18","150","54","39.36947327950788","0","0"
"918","16","18","150","52","36.60130718954248","0","0"
"903","16","16","150","356","17.76239907727797","0","0"
"921","16","18","175","43","33.67935409457901","0","0"
"919","16","18","175","109","50.90349865436371","0","0"
"923","16","18","200","43","33.21799307958477","0","0"
"924","16","18","200","45","33.256439830834296","0","0"
"920","16","18","175","137","58.861976163014226","0","0"
"925","16","18","225","49","32.795078815840064","0","0"
"926","16","18","225","53","34.525182622068435","0","0"
"929","16","18","250","43","31.718569780853517","0","0"
"888","16","14","150","771","15.301806997308727","0","0"
"928","16","18","250","54","33.0642060745867","0","0"
"927","16","18","225","122","47.40484429065744","0","0"
"930","16","18","250","105","41.29181084198385","0","0"
"931","16","20","150","54","38.523644752018456","0","0"
"934","16","20","175","66","39.25413302575932","0","0"
"933","16","20","150","82","46.82814302191465","0","0"
"935","16","20","175","40","32.60284505959246","0","0"
"936","16","20","175","50","37.52402921953095","0","0"
"937","16","20","200","39","30.41138023836986","0","0"
"938","16","20","200","41","32.718185313341024","0","0"
"939","16","20","200","44","34.83275663206459","0","0"
"940","16","20","225","43","33.29488658208381","0","0"
"941","16","20","225","49","34.17916186082276","0","0"
"922","16","18","200","403","9.996155324875048","0","0"
"942","16","20","225","41","33.29488658208381","0","0"
"943","16","20","250","52","32.37216455209535","0","0"
"944","16","20","250","40","31.064975009611686","0","0"
"945","16","20","250","47","32.25682429834679","0","0"
"947","18","4","150","72","40.484429065743946","0","0"
"946","18","4","150","87","46.52056901191849","0","0"
"932","16","20","150","307","8.381391772395233","0","0"
"948","18","4","150","89","48.13533256439831","0","0"
"949","18","4","175","65","36.79354094579008","0","0"
"951","18","4","175","70","39.561707035755475","0","0"
"950","18","4","175","81","40.67666282199154","0","0"
"953","18","4","200","77","37.33179546328335","0","0"
"952","18","4","200","89","40.17685505574779","0","0"
"955","18","4","225","72","36.79354094579008","0","0"
"954","18","4","200","88","41.138023836985774","0","0"
"956","18","4","225","79","38.98500576701269","0","0"
"957","18","4","225","91","38.90811226451365","0","0"
"958","18","4","250","87","35.371011149557866","0","0"
"962","18","6","150","66","41.599384851980005","0","0"
"960","18","4","250","77","34.71741637831603","0","0"
"959","18","4","250","91","36.94732795078816","0","0"
"961","18","6","150","82","49.32718185313341","0","0"
"964","18","6","175","55","37.29334871203383","0","0"
"965","18","6","175","74","44.05997693194925","0","0"
"966","18","6","175","73","40.36908881199539","0","0"
"969","18","6","200","62","33.256439830834296","0","0"
"967","18","6","200","79","37.985390234525184","0","0"
"968","18","6","200","80","34.40984236831988","0","0"
"970","18","6","225","75","36.98577470203768","0","0"
"971","18","6","225","72","37.60092272202999","0","0"
"963","18","6","150","70","43.13725490196079","0","0"
"972","18","6","225","60","33.02575932333718","0","0"
"974","18","6","250","73","31.757016532103037","0","0"
"973","18","6","250","87","37.44713571703191","0","0"
"975","18","6","250","75","32.91041906958862","0","0"
"977","18","8","150","62","41.138023836985774","0","0"
"979","18","8","175","60","40.023068050749714","0","0"
"980","18","8","175","55","36.94732795078816","0","0"
"978","18","8","150","81","43.21414840445982","0","0"
"981","18","8","175","64","37.94694348327566","0","0"
"983","18","8","200","56","30.718954248366014","0","0"
"982","18","8","200","83","40.21530180699731","0","0"
"984","18","8","200","74","37.908496732026144","0","0"
"985","18","8","225","67","35.8323721645521","0","0"
"987","18","8","225","51","31.02652825836217","0","0"
"986","18","8","225","60","34.602076124567475","0","0"
"989","18","8","250","59","30.91118800461361","0","0"
"988","18","8","250","67","33.79469434832757","0","0"
"990","18","8","250","61","32.91041906958862","0","0"
"992","18","10","150","65","42.32987312572088","0","0"
"991","18","10","150","69","42.02229911572472","0","0"
"993","18","10","150","69","44.29065743944636","0","0"
"995","18","10","175","54","34.371395617070355","0","0"
"994","18","10","175","87","45.02114571318724","0","0"
"998","18","10","200","54","36.21683967704729","0","0"
"997","18","10","200","60","36.10149942329873","0","0"
"996","18","10","175","70","39.06189926951173","0","0"
"999","18","10","200","79","35.60169165705498","0","0"
"1000","18","10","225","61","32.21837754709727","0","0"
"1001","18","10","225","66","37.17800845828528","0","0"
"1002","18","10","225","64","32.25682429834679","0","0"
"1003","18","10","250","63","33.44867358708189","0","0"
"1004","18","10","250","62","32.10303729334871","0","0"
"1005","18","10","250","69","35.4479046520569","0","0"
"1006","18","12","150","54","35.947712418300654","0","0"
"1007","18","12","150","73","44.7520184544406","0","0"
"1008","18","12","150","50","36.17839292579777","0","0"
"1009","18","12","175","44","35.98615916955017","0","0"
"1010","18","12","175","48","32.60284505959246","0","0"
"1011","18","12","175","57","37.71626297577855","0","0"
"1012","18","12","200","75","39.946174548250674","0","0"
"1016","18","12","225","42","32.718185313341024","0","0"
"1015","18","12","225","54","33.87158785082661","0","0"
"1013","18","12","200","56","34.83275663206459","0","0"
"1014","18","12","200","57","34.33294886582084","0","0"
"1017","18","12","225","58","35.294117647058826","0","0"
"1018","18","12","250","49","32.25682429834679","0","0"
"1019","18","12","250","52","31.680123029603998","0","0"
"1021","18","14","150","51","36.17839292579777","0","0"
"1022","18","14","150","49","36.79354094579008","0","0"
"1020","18","12","250","53","33.0642060745867","0","0"
"976","18","8","150","745","18.531334102268357","0","0"
"1023","18","14","150","47","36.485966935793925","0","0"
"1024","18","14","175","56","37.56247597078047","0","0"
"1027","18","14","200","41","32.641291810841984","0","0"
"1028","18","14","200","50","33.333333333333336","0","0"
"1026","18","14","175","52","35.947712418300654","0","0"
"1025","18","14","175","57","37.677816224529025","0","0"
"1029","18","14","200","86","41.63783160322953","0","0"
"1030","18","14","225","69","36.29373317954633","0","0"
"1032","18","14","225","44","34.17916186082276","0","0"
"1033","18","14","250","51","34.64052287581699","0","0"
"1034","18","14","250","46","31.141868512110726","0","0"
"1035","18","14","250","50","29.1041906958862","0","0"
"1036","18","16","150","58","40.83044982698962","0","0"
"1037","18","16","150","58","41.599384851980005","0","0"
"1040","18","16","175","43","32.44905805459439","0","0"
"1038","18","16","150","51","37.254901960784316","0","0"
"1031","18","14","225","132","47.98154555940023","0","0"
"1039","18","16","175","50","34.602076124567475","0","0"
"1041","18","16","175","79","43.98308342945021","0","0"
"1043","18","16","200","55","34.294502114571316","0","0"
"1042","18","16","200","65","35.294117647058826","0","0"
"1044","18","16","200","54","37.0242214532872","0","0"
"1046","18","16","225","50","31.180315263360246","0","0"
"1045","18","16","225","49","31.44944252210688","0","0"
"1047","18","16","225","46","30.87274125336409","0","0"
"1048","18","16","250","53","32.02614379084967","0","0"
"1049","18","16","250","46","29.257977700884275","0","0"
"1050","18","16","250","50","32.564398308342945","0","0"
"1054","18","18","175","45","35.4479046520569","0","0"
"1052","18","18","150","54","38.86966551326413","0","0"
"1053","18","18","150","71","42.945021145713184","0","0"
"1051","18","18","150","77","46.75124951941561","0","0"
"1055","18","18","175","48","34.79430988081507","0","0"
"1058","18","18","200","38","32.564398308342945","0","0"
"1059","18","18","200","49","34.17916186082276","0","0"
"1057","18","18","200","67","38.83121876201461","0","0"
"1061","18","18","225","40","30.757400999615534","0","0"
"1056","18","18","175","107","51.4801999231065","0","0"
"1062","18","18","225","55","32.641291810841984","0","0"
"1063","18","18","250","40","30.142252979623223","0","0"
"1060","18","18","225","94","40.484429065743946","0","0"
"1065","18","18","250","41","30.98808150711265","0","0"
"1064","18","18","250","50","32.25682429834679","0","0"
"1066","18","20","150","42","36.024605920799694","0","0"
"1067","18","20","150","52","40.29219530949635","0","0"
"1069","18","20","175","40","35.06343713956171","0","0"
"1068","18","20","150","57","41.21491733948481","0","0"
"1070","18","20","175","56","37.985390234525184","0","0"
"1071","18","20","175","44","34.71741637831603","0","0"
"1072","18","20","200","42","34.448289119569395","0","0"
"1073","18","20","200","48","33.56401384083045","0","0"
"1074","18","20","200","53","36.639753940792005","0","0"
"1078","18","20","250","42","29.988465974625143","0","0"
"1079","18","20","250","44","32.333717800845825","0","0"
"1076","18","20","225","76","38.98500576701269","0","0"
"1077","18","20","225","72","36.21683967704729","0","0"
"1075","18","20","225","91","43.483275663206456","0","0"
"1080","18","20","250","57","34.02537485582468","0","0"
"1081","20","4","150","87","44.82891195693964","0","0"
"1083","20","4","150","80","43.82929642445213","0","0"
"1082","20","4","150","85","46.943483275663205","0","0"
"1085","20","4","175","77","41.09957708573626","0","0"
"1086","20","4","175","81","43.32948865820838","0","0"
"1084","20","4","175","104","48.13533256439831","0","0"
"1087","20","4","200","88","41.830065359477125","0","0"
"1088","20","4","200","67","36.67820069204152","0","0"
"1090","20","4","225","84","35.6401384083045","0","0"
"1091","20","4","225","80","34.755863129565554","0","0"
"1093","20","4","250","78","35.140330642060746","0","0"
"1092","20","4","225","76","32.91041906958862","0","0"
"1094","20","4","250","77","34.33294886582084","0","0"
"1089","20","4","200","126","48.981161091887735","0","0"
"1095","20","4","250","84","35.4479046520569","0","0"
"1096","20","6","150","67","41.94540561322568","0","0"
"1097","20","6","150","68","41.56093810073049","0","0"
"1100","20","6","175","61","38.062283737024224","0","0"
"1101","20","6","175","66","37.79315647827759","0","0"
"1098","20","6","150","76","43.713956170703575","0","0"
"1102","20","6","200","75","35.4479046520569","0","0"
"1103","20","6","200","75","39.98462129950019","0","0"
"1104","20","6","200","71","36.21683967704729","0","0"
"1105","20","6","225","75","35.2556708958093","0","0"
"1107","20","6","225","65","33.98692810457516","0","0"
"1106","20","6","225","82","39.13879277201077","0","0"
"1108","20","6","250","72","31.52633602460592","0","0"
"1110","20","6","250","67","31.141868512110726","0","0"
"1109","20","6","250","70","33.94848135332565","0","0"
"1112","20","8","150","64","41.44559784698193","0","0"
"1111","20","8","150","74","42.48366013071895","0","0"
"1114","20","8","175","56","38.10073048827374","0","0"
"1116","20","8","175","58","35.40945790080738","0","0"
"1115","20","8","175","77","39.06189926951173","0","0"
"1117","20","8","200","65","33.44867358708189","0","0"
"1118","20","8","200","67","36.79354094579008","0","0"
"1119","20","8","200","60","35.67858515955402","0","0"
"1099","20","6","175","378","34.64052287581699","0","0"
"1120","20","8","225","61","35.52479815455594","0","0"
"1121","20","8","225","64","34.79430988081507","0","0"
"1122","20","8","225","61","34.602076124567475","0","0"
"1123","20","8","250","76","34.448289119569395","0","0"
"1124","20","8","250","64","31.41099577085736","0","0"
"1125","20","8","250","68","33.94848135332565","0","0"
"1113","20","8","150","304","7.381776239907728","0","0"
"1126","20","10","150","54","38.63898500576701","0","0"
"1127","20","10","150","59","38.677431757016535","0","0"
